ID,title,regexp,description 
2302,Parentheses Quote ,"(\("")([0-9]*)(\"")","Very basic, but couldn't find it, so from one Regex noob to another... 
Needed to replace quotes around giant SQL INSERT unique numeric field; that was in quotes... In DW, FYI, I replaced with: ($2  $2 being the second sub exp."
2303,End Parentheses Price Quote Stripper,"("")([0-9]*)("","")([0-9]*)(""\))","This was made to change non-decimal prices at the end of a huge SQL Insert... To use to replace in DW (without quotes) use sub expression like: $2,$4)"
2304,BAPLIE to COPARN segment,"(LOC[^']*')(GID[^']*')?(GDS[^']*')?(FTX[^']*'){0,9}(MEA[^']*'){1,9}(DIM[^']*'){0,9}(TMP[^']*')?(RNG[^']*')?(LOC[^']*'){0,9}(RFF[^']*')((EQD[^']*')(EQA[^']*'){0,9}(NAD[^']*')?){0,3}",Match Segments 2 and 3 of BAPLIE file.  May be repeating.
2305,Validate string prefix,"^([a-zA-Z]{5})([a-zA-Z0-9-]{3,12})","Validate: First five characters are letters; characters six-17 are letters, numbers, or hyphen; string length is eight characters minimum, 17 characters maximum"
2306,Credit Card Expiration Date Validator,^((0[1-9])|(1[0-2]))[\/\.\-]*((0[8-9])|(1[1-9]))$,"Validates major credit card expiration dates in MM/YY, MM.YY, MM-YY, or MMYY. Year range is 08-19."
2307,date expression,"^(((((0?[1-9]|[12]\d|3[01])[-/]([0]?[13578]|1[02]))|((0?[1-9]|[12]\d|30)[-/]([0]?[469]|11))|(([01]?\d|2[0-8])[-/]0?2))[-/]((20|19)?\d{2}|\d{1,2}))|(29[-/]0?2[-/]((19)|(20))?([13579][26]|[24680][048])))$","matches dates in the format day/month/year.
supports / and - charachters.
easily modified to suit your needs.
handles leap years."
2309,Date with Leap year verification,^(((0?[1-9]|1[012])/(0?[1-9]|1\d|2[0-8])|(0?[13456789]|1[012])/(29|30)|(0?[13578]|1[02])/31)/(19|[2-9]\d)\d{2}|0?2/29/((19|[2-9]\d)(0[48]|[2468][048]|[13579][26])|(([2468][048]|[3579][26])00)))$,This Expression verifies all the valid date in the US Date Format.It also checks the leap year.we can use this expression with or with out the prefix of zero in the date column and month column Eg[01/02/2008 or 1/2/2008].It accepts date which are greater than the year 1900.I can assure that this will be useful for all the developers who are searching for Date entry
2310,Chilean home phone number,^((\(\d{3}\) ?)|(\d{3}-)|(\(\d{2}\) ?)|(\d{2}-)|(\(\d{1}\) ?)|(\d{1}-))?\d{3}-(\d{3}|\d{4}),"Esta es la expresion regular adaptada por mi para validar telefonos fijos chilenos de cualquier compa&#241;ia, espero sirva a alguien"
2311,Date With / and Month Name,^(3[0-1]|2[0-9]|1[0-9]|0[1-9])[\/](Jan|JAN|Feb|FEB|Mar|MAR|Apr|APR|May|MAY|Jun|JUN|Jul|JUL|Aug|AUG|Sep|SEP|Oct|OCT|Nov|NOV|Dec|DEC)[\/]\d{4}$,"This regular expressions matches dates of the form XX/XXX/YYYY where XX can be 1 or 2 digits long, XXX can be JAN/Jan/jan(Month name in 3 char) and YYYY is always 4 digits long."
2312,Multiple e-Mail Validator,"^(\w+([_.]{1}\w+)*@\w+([_.]{1}\w+)*\.[A-Za-z]{2,3}[;]?)*$","This Expression will help you in Validating Multiple e-Mail IDs in a single line seperated by "";"""
2313,Validate numbers with commas,"^(\d{1,3},)?(\d{3},)+\d{3}(\.\d*)?$|^(\d*)(\.\d*)?$",Validates numbers with commas.
2315,Matches System.Math Functions for the .NET framework,(Sqrt|Acos|Asin|Atan|Atan2|Ceiling|Cos|Cosh|Floor|Sin|Tan|Sinh|Tanh|Round|Log|Log10|Exp|Pow|Abs|Truncate|IEEERemainder|Max|Min|Sign|BigMul)(?:\(),Matches the function name (case-sensitive) followed by the opening parenthesis. Does not capture the opening parenthesis.
2316,Finds literals (values) in a math expression,(^[\d\.]+)|(?:\W)([\d\.]+),Matches digits (including decimals) starting at beginning of expression or after the beginning but not directly following a letter.
2318,Email Validations,"^([a-zA-Z0-9][a-zA-Z0-9_]*(\.{0,1})?[a-zA-Z0-9\-_]+)*(\.{0,1})@((\[[0-9]{1,3}\.[0-9]{1,3}\.[0-9]{1,3}\.)|([a-zA-Z0-9\-]+(\.([a-zA-Z]{2,10}))(\.([a-zA-Z]{2,10}))?(\.([a-zA-Z]{2,10}))?))[\s]*$",Validates almost all email addresses. Tested and running fine on a major web portal
2319,Only Characters,/^[a-zA-Z\s]+$/,Accepts only characters in small and caps.
2320,farsi lang ,/([^\x00-\xFF]\s*)/u,Matches persian(farsi) charctes from latin
2321,html to uppercase,/(<\/?)(\w+)([^>]*>)/e,"Returns string with all alphabetic characters converted to uppercase. 
in php programing you can use 
preg_replace(""/(<\/?)(\w+)([^>]*>)/e"", 
             ""'$1'.strtoupper('$2').'$3'"", 
             $html_body) "
2322,html to lowercase,/(<\/?)(\w+)([^>]*>)/e,"Returns string with all alphabetic characters converted to lowercase.
in php programing you can use 
preg_replace(""/(<\/?)(\w+)([^>]*>)/e"", 
             ""'$1'.strtolower('$2').'$3'"", 
             $html_body) "
2323,UK Telephone,^(\+44\s?|0)(7?|1?|2?)\d{3}\s?\d{3}\s?\d{3}$,Matches UK landline and mobile telephone numbers with the optional '+44' country code
2324,0 - 100 Percentage ,"^100(\.0{0,2})? *%?$|^\d{1,2}(\.\d{1,2})? *%?$","Match any percentage entered between 0.00 and 100.00%, includes up to 2 decimal places. Percent sign is optional"
2325,Percentages between -100 and +100 %,"^[+-]? *100(\.0{0,2})? *%?$|^[+-]? *\d{1,2}(\.\d{1,2})? *%?$",Match any percent from -100.00% to +100.00% up to 2 decimla places. Percent sign is optional
2326,Currency,"^[+-]? *(\$)? *((\d+)|(\d{1,3})(\,\d{3})*)(\.\d{0,2})?$","Full currency testing, allows up to 2 decimal places.  Checks for corect formatting with commas etc, and allows negative amounts"
2330,Venezuelan Cedula de Identidad,"^[[V|E|J|G]\d\d\d\d\d\d\d\d]{0,9}$","Regexp to validate Venezuelan Id number Or Cedula de identidad.
"
2331,wwwwww,wwwwwwww,wwwwww
2332,Exclude a string,^([^S]|S[^E]|SE[^P]).*,"Matches everything except lines that begin with SEP.

Now I just need to figure out how to exclude a string that appears in the middle of a line."
2333,24 hour time,^([0-1]?[0-9]|[2][0-3])[:|.]([0-5][0-9])$,"Based on Morten Henriksen's expression, I just added the check for a . as well as a :"
2334,To validate the File Type for a FileUploader,^(([a-zA-Z]:)|(\\{2}\w+)\$?)(\\(\w[\w].*))+(.pdf)$,"You can use this to check the valid file type you have given to the last in the expression
like
^(([a-zA-Z]:)|(\\{2}\w+)\$?)(\\(\w[\w].*))+(.pdf)$
This will accept .pdf only
OR
^(([a-zA-Z]:)|(\\{2}\w+)\$?)(\\(\w[\w].*))+((.pdf)|(.doc))$
This will accept .pdf and .doc
OR
^(([a-zA-Z]:)|(\\{2}\w+)\$?)(\\(\w[\w].*))+((.pdf)|(.doc)|(.txt))$
This will accept .pdf , .doc and .txt"
2335,24 hour time,^([0-1]?[0-9]{1}|2[0-3]{1}):([0-5]{1}[0-9]{1})$,"This expression will validate if a string represents a time in 24 hour format. 
The expression will evaluate the string from start to finish. It will not accept 24:00, use 00:00 instead."
2336,COPRAR to COPARN mapping,"((EQD[^']*')(RFF[^']*'){0,9}(EQN[^']*')?(TMD[^']*'){0,9}(DTM[^']*'){0,9}(LOC[^']*'){0,9}(MEA[^']*'){0,9}(DIM[^']*'){0,9}(TMP[^']*'){0,9}(RNG[^']*'){0,9}(SEL[^']*'){0,9}(FTX[^']*'){0,9}(DGS[^']*'){0,9}(EQA[^']*'){0,9}(NAD[^']*')?)((TDT[^']*')(RFF[^']*'){0,9}(LOC[^']*'){0,9}(DTM[^']*'){0,9})?",EDI mapping from COPRAR to COPARN
2337,2 literal spaces followed by a digit,"""^  \d.*$""",2 literal spaces followed by a digit followed by anything to the end of the line
2338,TLD from URL,"([.])([a-z,1-9]{3,4})(\/)",Returns the TLD from a URL.
2339,Currency amount with or without $ and with commas,"^\$?\d{1,2}\,\d{3}?\,\d{3}?(\.(\d{2}))$|^\$?\d{1,3}?\,\d{3}?(\.(\d{2}))$|^\$?\d{1,3}?(\.(\d{2}))$","Needed to verify a currency amount entered has commas and two decimal spaces to the right. This has a range between 1.99 to the tens of millions. If you want to make the decimal side optional, add a question mark before the final $ in each expression."
2340,Dates of the form YYYY/MM/DD,"^((19\d{1}\d{1})|(2\d{3}))\/((1[0-2]{1})|(0[1-9]{1}))\/((0[1-9]{1})|([1-2]\d{1})|(3[0,1]{1}))",This regular expression matches dates of the form YYYY/MM/DD from 1900/01/01 to 2999/12/31
2341,check,"""^[\\s\\<\\>]*$""",string 
2342,DECIMAL CHECK (Max 2 digit after Decimal ),"^\d+(?:\.\d{0,2})?$","This will validatet the Number for Max Tow decimal place after a number.. it will validate like 12, 12.1, 12.23; but it will invalidate 12.326"
2343,US State Abbreviation,[A-Z][A-Z],Matches capitalized US state abbreviations.
2344,Url pattern matching,"(http):\\/\\/[\\w\\-_]+(\\.[\\w\\-_]+)+(\\.[\\w\\-_]+)(\\/)([\\w\\-\\.,@?^=%&amp;:/~\\+#]*[\\w\\-\\@?^=%&amp;/~\\+#]+)(\\/)((\\d{8}-)|(\\d{9}-)|(\\d{10}-)|(\\d{11}-))+([\\w\\-\\.,@?^=%&amp;:/~\\+#]*[\\w\\-\\@?+html^])?","match http urls in format
http://kamitsinha.com/regex/191929393-latestnews.htm"
2345,Pattern matching for next page,(\d)+\<\/a\>,While screen scraping to validate if Next page exists
2347,Ultimate PO BOX finder,[p|P][\s]*[o|O][\s]*[b|B][\s]*[o|O][\s]*[x|X][\s]*[a-zA-Z0-9]*|\b[P|p]+(OST|ost|o|O)?\.?\s*[O|o|0]+(ffice|FFICE)?\.?\s*[B|b][O|o|0]?[X|x]+\.?\s+[#]?(\d+)*(\D+)*\b,"Modified version- to capture the PO BOX based on user input on the website - It will not include any Rural Route
or any University Box"
2348,test,"\d{1,3}.\d{1,4}\d{1,8}",test
2349,Href matching,"href\s*=\s*\""((\/)([i])(\/)+([\w\-\.,@?^=%&amp;:/~\+#]*[\w\-\@?^=%&amp;/~\+#]+)*)\""","pattern matching for ""href=\ddd\ss080978"""
2350,US Zipcode Validation,^[0-9]{5}$,Zipcode should be of 5 numerics
2351,alphanumeric with blank spaces,"""^\\w*$""",dakjlas
2352,Simple US Phone Numbers,(1)?-?\(?\s*([0-9]{3})\s*\)?\s*-?([0-9]{3})\s*-?\s*([0-9]{4})\s*,"A very simple regex to parse 10-digit US phone numbers.  Captures the leading 1 in $1, the area code in $2, the 3-digit prefix in $3, and the four-digit postfix in $4.

This expression DOES allow for reserved area codes (001,etc) which are not typically in use."
2353,Valid Email,"^[a-z0-9_.-]*@[a-z0-9-]+(.[a-z]{2,4})+$","Validates your average email, it will not allow two periods to be placed adjacent to one another.

Do note that there is no perfect expression."
2354,Polish mobile phone numbers,^(\+48\s+)?\d{3}(\s*|\-)\d{3}(\s*|\-)\d{3}$,Supported: +48 prefix (optional); separating elements with hyphen or spaces
2356,UK Postcode District,"([A-PR-UWYZa-pr-uwyz]([0-9]{1,2}|([A-HK-Ya-hk-y][0-9]|[A-HK-Ya-hk-y][0-9]([0-9]|[ABEHMNPRV-Yabehmnprv-y]))|[0-9][A-HJKS-UWa-hjks-uw]))","Matches the first part of a UK Postcode (known as a postcode district).

Case insensitive.

Doesnt match:
GIR # the postcode for the formerly Post Office-owned Girobank is GIR 0AA.
SAN # the postcode for correctly addressed letters to Father Christmas is SAN TA1"
2357,HTML tag,<(.*?)[\s>].*?<\/\1>,match the content and tag of HTML
2358,Define Maximum length to a TextBox,"^(.|\r|\n){1,10}$","This expression can be use to define the maximum length to a textBox.

U can change the maximum character by replacing the last numeric value that is 10 in my example.
Just change this number to your desired number like
^(.|\r|\n){1,10}$   : for max 10 character 
^(.|\r|\n){1,20}$   : for max 20 character 


"
2359,date validations,date,"
        if (RadDatePicker1.SelectedDate == System.DateTime.Now.Date)
        {
            string strconnection;
            strconnection = ConfigurationSettings.AppSettings[""ConnectionString""].ToString();
            SqlConnection cn = new SqlConnection(strconnection);
            SqlCommand cmd = new SqlCommand(""empattendancedetails"", cn);
            cmd.CommandType = CommandType.StoredProcedure;
            cmd.Parameters.Add(""@empid"", SqlDbType.Int).Direction = ParameterDirection.Input;
            cmd.Parameters.Add(""@date"", SqlDbType.DateTime).Direction = ParameterDirection.Input;
            cmd.Parameters.Add(""@intime"", SqlDbType.DateTime).Direction = ParameterDirection.Input;
            cmd.Parameters.Add(""@outtime"", SqlDbType.DateTime).Direction = ParameterDirection.Input;
            cmd.Parameters[""@empid""].Value = Session[""loginid""];
            cmd.Parameters[""@date""].Value = RadDatePicker1.SelectedDate.ToString();
            cmd.Parameters[""@intime""].Value = RadTimePicker1.SelectedDate.ToString();
            cmd.Parameters[""@outtime""].Value = RadTimePicker2.SelectedDate.ToString();
            cn.Open();
            cmd.ExecuteNonQuery();
            cn.Close(); Response.Write(""Record Added."");

        }
        else
            Response.Write(""enter todays date"");
    }"
2360,examples on storedprocedures,getting username from empid,"LTER PROCEDURE [dbo].[usernamecheck]
  @username varchar(50),
  @loginID int = 0 OUTPUT
AS
  SELECT @loginID = empid from emp
  WHERE username=@username 

if @@ROWCOUNT < 1
  SELECT @loginID = 0 


select @loginID
"
2361,Dutch postal codes,\b[1-9]\d{3}\ +[A-Z]{2}\b,"Dutch postal codes are ranged from ""1000 AA"" to ""9999 ZZ""."
2362,User name,(^([\w]+[^\W])([^\W]\.?)([\w]+[^\W]$)),"My first REGEX pattern. Matches all alphanumerics + underscore (_) + dot (.)
"
2363,European Format Currencies,"^(-?)(,?)(\d{1,3}(\.\d{3})*|(\d+))(\,\d{2})?$","Allow Currencies of European origin in the format of 
xx.xxx.xxx,xx"
2365,,"^(19|20)[\d]{2,2}$",There may be requirements where we need to validate year ranges from certain period. Above mentioned pattern will validate years between 1900 - 2099
2366,Numeric Match,[0-9]{7}[1-9]|[1-9]{8},"Validates the entered value in the following scenario. 
1) Should have atleast eight digits.
2) Value should not have only zeor's.



Note: You have to limit the number of characters in the Front end part."
2367,Simple E-mail Regex,"^[a-zA-Z0-9._\-]+@[a-z0-9\-]+(\.[a-z]+){1,}$","Matches simple e-mail addresses such as me@domain.com, me@domain.co.uk, but does not place any restrictions on TLDs other than they must be lower case and alphabetic.  a-z, A-Z, 0-9, ., _, and - are all allowed on the left side of @."
2368,Pattern Title ,^([a-zA-Z].*|[1-9].*|[:./].*)\.(((a|A)(s|S)(p|P)(x|X)))$,"Regular expression to limit types of files accepted. This example matches .aspx files only. 
This is the extended virsion of Ramon Hildreth  for asp.net files. "
2369,Min Three Letters Address,"^[a-zA-Z0-9]+[\s]*[a-zA-Z0-9.\-\,\#]+[\s]*[a-zA-Z0-9.\-\,\#]+[a-zA-Z0-9\s.\-\,\#]*$","US Addresses validation having atleast 3 characters ignoring any spaces. Can have hash ""#"" comma "","" dash ""-"" dot ""."" but cannot start with these."
2370,U.S. Phone Number,"1?(?:[.\s-]?[2-9]\d{2}[.\s-]?|\s?\([2-9]\d{2}\)\s?)(?:[1-9]\d{2}[.\s-]?\d{4}\s?(?:\s?([xX]|[eE][xX]|[eE][xX]\.|[eE][xX][tT]|[eE][xX][tT]\.)\s?\d{3,4})?|[a-zA-Z]{7})","More complete than other patterns I could find here. Matches U.S. Phone numbers with various formats.  Invalid area codes (that start with a 0 or 1) are excluded, as well as invalid exchanges (that start with 0).  Allows, alphabetical exchange+local parts, and many extension notations. Dash and dot delimiters allowed except adjacent to a parenthetical area code. Letters may be used in place of any numbers except the country code and area code."
2371,Check Iranian's Mobile Numbers,(^(09|9)[1][1-9]\\d{7}$)|(^(09|9)[3][12456]\\d{7}$),"This Regular Expression Chack Matching Persian Mobile Numbers
It is Checking MCI,MTN Irancell and Talya Operators
For Example In C#.NET:
Regex.IsMatch(MobileNumber, ""(^(09|9)[1][1-9]\\d{7}$)|(^(09|9)[3][12456]\\d{7}$)"");
"
2372,Get Plain Text From Html (Remove Html Tags),<[^>]*>,"This Regex Will Remove All Html Tags And Return Simple Plain Text .
For Example In C#.NET :
Regex.Replace(Html, ""<[^>]*>"", string.Empty);"
2373,Check Farsi Unicode Character,[\u0600-\u06FF],"This Regex chceck an input string for persian unicode character
Note that it not work in javascript
For Example In C#.NET:
 Regex.IsMatch(Text, ""[\u0600-\u06FF]"");"
2374, WOW Gold, WOW Gold,"

www.powerleveling2000.com is the professional website for <a 
href=""http://www.powerleveling2000.com""><strong>Wow power leveling</strong></a>. We have been in 
wow power leveling service for over 3 years and made so many customers be our friends. 
Professional wow powerleveling, fast, cheap and secure service. We power level your character 
according to your special requirements with no extra charges or hidden fees. Help you get your 
favor is our goal. And we are so happy that customers trust us because we upgrade your toons by 
experience levelers only. Enjoy World of Warcraft, Enjoy our service of World of Warcraft power 
leveling.
Easy 
If you want to be the most powerful in game, you should have the enough <a 
href=""http://www.powerleveling2000.com/WowGold.aspx""><strong>WOW Gold </strong></a>then you can 
buy the best weapons, equipment, etc. But Farming WOW Gold is very boring and waste a lot of time. 
Now, you can Buy WOW Gold from us, just one minute, you will be rich in WOW. 
Fast 
If you have bought gold from others before, you may know that the deliver time of WOW Gold is too 
long. But now you are visiting Euwowgold.com, we have own farmers, and we are not middleman, we 
can give you the gold as soon as possible, face to face or mail, choose you like. 
Reliable 
We farm the WOW Gold by manual, no bots, no cheats, no hacks. We have the 24*7*365 Online Support. 
You can contact us anytime via Live Chat, E-mail, IM and Telephone. 
When ordering for a wow power leveling service, please bear in mind that...
- Your account will be safe with us.
- Your account is fully secure. 
- We will not take any of your equipment or expend any of your gold. 
- While leveling your character, our master players will not talk to anyone else.
- Our goal is to start all customer orders within 1 hour. In fact, most customer orders was 
started within 1-2 hours. "
2375,wow gold ,wow gold ,"www.powerleveling2000.com is the professional website for <a 
href=""http://www.powerleveling2000.com""><strong>Wow power leveling</strong></a>. We have been in 
wow power leveling service for over 3 years and made so many customers be our friends. 
Professional wow powerleveling, fast, cheap and secure service. We power level your character 
according to your special requirements with no extra charges or hidden fees. Help you get your 
favor is our goal. And we are so happy that customers trust us because we upgrade your toons by 
experience levelers only. Enjoy World of Warcraft, Enjoy our service of World of Warcraft power 
leveling.
Easy 
If you want to be the most powerful in game, you should have the enough <a 
href=""http://www.powerleveling2000.com/WowGold.aspx""><strong>WOW Gold </strong></a>then you can 
buy the best weapons, equipment, etc. But Farming WOW Gold is very boring and waste a lot of time. 
Now, you can Buy WOW Gold from us, just one minute, you will be rich in WOW. 
Fast 
If you have bought gold from others before, you may know that the deliver time of WOW Gold is too 
long. But now you are visiting Euwowgold.com, we have own farmers, and we are not middleman, we 
can give you the gold as soon as possible, face to face or mail, choose you like. 
Reliable 
We farm the WOW Gold by manual, no bots, no cheats, no hacks. We have the 24*7*365 Online Support. 
You can contact us anytime via Live Chat, E-mail, IM and Telephone. 
When ordering for a wow power leveling service, please bear in mind that...
- Your account will be safe with us.
- Your account is fully secure. 
- We will not take any of your equipment or expend any of your gold. 
- While leveling your character, our master players will not talk to anyone else.
- Our goal is to start all customer orders within 1 hour. In fact, most customer orders was 
started within 1-2 hours. "
